Date,Close
1/2/2014 16:00:00,2.96
1/3/2014 16:00:00,2.91
1/6/2014 16:00:00,2.82
1/7/2014 16:00:00,3.01
1/8/2014 16:00:00,2.87
1/9/2014 16:00:00,2.87
1/10/2014 16:00:00,3.06
1/13/2014 16:00:00,2.91
1/14/2014 16:00:00,2.96
1/15/2014 16:00:00,3.21
1/16/2014 16:00:00,3.11
1/17/2014 16:00:00,3.11
1/20/2014 16:00:00,3.06
1/21/2014 16:00:00,3.11
1/22/2014 16:00:00,3.11
1/23/2014 16:00:00,3.11
1/24/2014 16:00:00,3.11
1/28/2014 16:00:00,2.91
1/29/2014 16:00:00,2.91
1/30/2014 16:00:00,2.96
1/31/2014 16:00:00,2.77
2/3/2014 16:00:00,2.67
2/4/2014 16:00:00,2.57
2/5/2014 16:00:00,2.57
2/6/2014 16:00:00,2.72
2/7/2014 16:00:00,2.67
2/10/2014 16:00:00,2.57
2/11/2014 16:00:00,2.67
2/12/2014 16:00:00,2.72
2/13/2014 16:00:00,2.67
2/14/2014 16:00:00,2.72
2/17/2014 16:00:00,2.77
2/18/2014 16:00:00,2.77
2/20/2014 16:00:00,2.77
2/21/2014 16:00:00,2.82
2/24/2014 16:00:00,3.01
2/25/2014 16:00:00,3.01
2/26/2014 16:00:00,3.06
2/27/2014 16:00:00,2.96
2/28/2014 16:00:00,2.96
3/3/2014 16:00:00,2.82
3/4/2014 16:00:00,2.87
3/5/2014 16:00:00,2.91
3/6/2014 16:00:00,2.87
3/7/2014 16:00:00,2.96
3/10/2014 16:00:00,2.87
3/11/2014 16:00:00,2.62
3/12/2014 16:00:00,2.38
3/13/2014 16:00:00,2.33
3/14/2014 16:00:00,2.33
3/17/2014 16:00:00,2.19
3/18/2014 16:00:00,2.19
3/19/2014 16:00:00,2.14
3/20/2014 16:00:00,2.19
3/21/2014 16:00:00,2.23
3/24/2014 16:00:00,2.04
3/25/2014 16:00:00,1.94
3/26/2014 16:00:00,1.75
3/27/2014 16:00:00,2.19
3/28/2014 16:00:00,2.09
3/31/2014 16:00:00,2.04
4/1/2014 16:00:00,2.04
4/2/2014 16:00:00,1.99
4/3/2014 16:00:00,1.94
4/4/2014 16:00:00,1.89
4/7/2014 16:00:00,1.89
4/8/2014 16:00:00,1.89
4/9/2014 16:00:00,1.89
4/10/2014 16:00:00,1.99
4/11/2014 16:00:00,1.99
4/14/2014 16:00:00,1.94
4/15/2014 16:00:00,1.94
4/16/2014 16:00:00,1.8
4/17/2014 16:00:00,1.8
4/22/2014 16:00:00,1.7
4/23/2014 16:00:00,1.8
4/24/2014 16:00:00,1.8
4/28/2014 16:00:00,1.65
4/29/2014 16:00:00,1.6
5/6/2014 16:00:00,1.46
5/7/2014 16:00:00,1.31
5/8/2014 16:00:00,1.26
5/9/2014 16:00:00,1.31
5/12/2014 16:00:00,1.26
5/13/2014 16:00:00,1.31
5/14/2014 16:00:00,1.26
5/15/2014 16:00:00,1.17
5/16/2014 16:00:00,1.12
5/19/2014 16:00:00,1.12
5/20/2014 16:00:00,1.12
5/21/2014 16:00:00,1.07
5/22/2014 16:00:00,1.17
5/23/2014 16:00:00,1.26
5/26/2014 16:00:00,1.46
5/27/2014 16:00:00,1.65
5/30/2014 16:00:00,1.36
6/2/2014 16:00:00,1.51
6/3/2014 16:00:00,1.65
6/4/2014 16:00:00,1.6
6/5/2014 16:00:00,1.51
6/6/2014 16:00:00,1.41
6/10/2014 16:00:00,1.41
6/11/2014 16:00:00,1.36
6/12/2014 16:00:00,1.36
6/13/2014 16:00:00,1.36
6/16/2014 16:00:00,1.26
6/17/2014 16:00:00,1.26
6/18/2014 16:00:00,1.21
6/19/2014 16:00:00,1.21
6/20/2014 16:00:00,1.21
6/23/2014 16:00:00,1.21
6/24/2014 16:00:00,1.26
6/25/2014 16:00:00,1.21
6/26/2014 16:00:00,1.31
6/27/2014 16:00:00,1.36
6/30/2014 16:00:00,1.26
7/1/2014 16:00:00,1.36
7/2/2014 16:00:00,1.26
7/3/2014 16:00:00,1.21
7/4/2014 16:00:00,1.26
7/7/2014 16:00:00,1.31
7/8/2014 16:00:00,1.31
7/9/2014 16:00:00,1.36
7/10/2014 16:00:00,1.31
7/11/2014 16:00:00,1.26
7/14/2014 16:00:00,1.31
7/15/2014 16:00:00,1.31
7/16/2014 16:00:00,1.31
7/17/2014 16:00:00,1.36
7/18/2014 16:00:00,1.41
7/21/2014 16:00:00,1.55
7/22/2014 16:00:00,1.65
7/23/2014 16:00:00,1.94
7/24/2014 16:00:00,1.8
7/25/2014 16:00:00,1.8
7/28/2014 16:00:00,1.94
7/29/2014 16:00:00,2.09
7/30/2014 16:00:00,1.99
7/31/2014 16:00:00,1.65
8/1/2014 16:00:00,1.36
8/4/2014 16:00:00,1.46
8/5/2014 16:00:00,1.51
8/6/2014 16:00:00,1.46
8/7/2014 16:00:00,1.46
8/8/2014 16:00:00,1.41
8/11/2014 16:00:00,1.41
8/12/2014 16:00:00,1.51
8/13/2014 16:00:00,1.46
8/14/2014 16:00:00,1.51
8/15/2014 16:00:00,1.51
8/18/2014 16:00:00,1.55
8/19/2014 16:00:00,1.6
8/20/2014 16:00:00,1.55
