Date,Close
1/2/2014 16:00:00,5.93
1/3/2014 16:00:00,5.82
1/6/2014 16:00:00,5.71
1/7/2014 16:00:00,5.44
1/8/2014 16:00:00,5.39
1/9/2014 16:00:00,5.36
1/10/2014 16:00:00,5.2
1/13/2014 16:00:00,5.14
1/14/2014 16:00:00,5.15
1/15/2014 16:00:00,5.33
1/16/2014 16:00:00,5.53
1/17/2014 16:00:00,5.68
1/20/2014 16:00:00,5.67
1/21/2014 16:00:00,5.41
1/22/2014 16:00:00,5.35
1/23/2014 16:00:00,5.24
1/24/2014 16:00:00,5.23
1/28/2014 16:00:00,5.15
1/29/2014 16:00:00,5.3
1/30/2014 16:00:00,5.23
1/31/2014 16:00:00,5.33
2/3/2014 16:00:00,5.27
2/4/2014 16:00:00,5.19
2/5/2014 16:00:00,5.3
2/6/2014 16:00:00,5.43
2/7/2014 16:00:00,5.6
2/10/2014 16:00:00,5.59
2/11/2014 16:00:00,5.64
2/12/2014 16:00:00,5.71
2/13/2014 16:00:00,5.62
2/14/2014 16:00:00,5.7
2/17/2014 16:00:00,5.82
2/18/2014 16:00:00,5.98
2/20/2014 16:00:00,5.87
2/21/2014 16:00:00,6.02
2/24/2014 16:00:00,5.99
2/25/2014 16:00:00,5.84
2/26/2014 16:00:00,5.68
2/27/2014 16:00:00,5.5
2/28/2014 16:00:00,5.44
3/3/2014 16:00:00,5.35
3/4/2014 16:00:00,5.33
3/5/2014 16:00:00,5.29
3/6/2014 16:00:00,5.41
3/7/2014 16:00:00,5.43
3/10/2014 16:00:00,4.92
3/11/2014 16:00:00,4.83
3/12/2014 16:00:00,4.97
3/13/2014 16:00:00,5.12
3/14/2014 16:00:00,4.98
3/17/2014 16:00:00,4.91
3/18/2014 16:00:00,4.88
3/19/2014 16:00:00,4.99
3/20/2014 16:00:00,4.9
3/21/2014 16:00:00,4.98
3/24/2014 16:00:00,5.09
3/25/2014 16:00:00,5.17
3/26/2014 16:00:00,5.33
3/27/2014 16:00:00,5.26
3/28/2014 16:00:00,5.34
3/31/2014 16:00:00,5.25
4/1/2014 16:00:00,5.31
4/2/2014 16:00:00,5.46
4/3/2014 16:00:00,5.39
4/4/2014 16:00:00,5.45
4/7/2014 16:00:00,5.46
4/8/2014 16:00:00,5.59
4/9/2014 16:00:00,5.54
4/10/2014 16:00:00,5.41
4/11/2014 16:00:00,5.29
4/14/2014 16:00:00,5.28
4/15/2014 16:00:00,5.33
4/16/2014 16:00:00,5.39
4/17/2014 16:00:00,5.33
4/22/2014 16:00:00,5.32
4/23/2014 16:00:00,5.25
4/24/2014 16:00:00,5.34
4/28/2014 16:00:00,5.12
4/29/2014 16:00:00,5
4/30/2014 16:00:00,5.05
5/1/2014 16:00:00,4.85
5/2/2014 16:00:00,4.91
5/5/2014 16:00:00,4.86
5/6/2014 16:00:00,4.8
5/7/2014 16:00:00,4.63
5/8/2014 16:00:00,4.82
5/9/2014 16:00:00,4.81
5/12/2014 16:00:00,4.72
5/13/2014 16:00:00,4.8
5/14/2014 16:00:00,4.73
5/15/2014 16:00:00,4.7
5/16/2014 16:00:00,4.58
5/19/2014 16:00:00,4.37
5/20/2014 16:00:00,4.54
5/21/2014 16:00:00,4.43
5/22/2014 16:00:00,4.59
5/23/2014 16:00:00,4.51
5/26/2014 16:00:00,4.56
5/27/2014 16:00:00,4.62
5/28/2014 16:00:00,4.68
5/29/2014 16:00:00,4.54
5/30/2014 16:00:00,4.41
6/2/2014 16:00:00,4.49
6/3/2014 16:00:00,4.48
6/4/2014 16:00:00,4.46
6/5/2014 16:00:00,4.65
6/6/2014 16:00:00,4.52
6/10/2014 16:00:00,4.63
6/11/2014 16:00:00,4.54
6/12/2014 16:00:00,4.33
6/13/2014 16:00:00,4.06
6/16/2014 16:00:00,4.06
6/17/2014 16:00:00,3.94
6/18/2014 16:00:00,4.02
6/19/2014 16:00:00,4.22
6/20/2014 16:00:00,4.22
6/23/2014 16:00:00,4.39
6/24/2014 16:00:00,4.36
6/25/2014 16:00:00,4.36
6/26/2014 16:00:00,4.47
6/27/2014 16:00:00,4.55
6/30/2014 16:00:00,4.35
7/1/2014 16:00:00,4.36
7/2/2014 16:00:00,4.4
7/3/2014 16:00:00,4.63
7/4/2014 16:00:00,4.68
7/7/2014 16:00:00,4.55
7/8/2014 16:00:00,4.46
7/9/2014 16:00:00,4.38
7/10/2014 16:00:00,4.35
7/11/2014 16:00:00,4.34
7/14/2014 16:00:00,4.24
7/15/2014 16:00:00,4.31
7/16/2014 16:00:00,4.58
7/17/2014 16:00:00,4.66
7/18/2014 16:00:00,4.59
7/21/2014 16:00:00,4.57
7/22/2014 16:00:00,4.61
7/23/2014 16:00:00,4.62
7/24/2014 16:00:00,4.57
7/25/2014 16:00:00,4.58
7/28/2014 16:00:00,4.75
7/29/2014 16:00:00,4.86
7/30/2014 16:00:00,4.96
7/31/2014 16:00:00,4.92
8/1/2014 16:00:00,4.68
8/4/2014 16:00:00,4.74
8/5/2014 16:00:00,4.7
8/6/2014 16:00:00,4.69
8/7/2014 16:00:00,4.72
8/8/2014 16:00:00,4.56
8/11/2014 16:00:00,4.54
8/12/2014 16:00:00,4.63
8/13/2014 16:00:00,4.53
8/14/2014 16:00:00,4.45
8/15/2014 16:00:00,4.51
8/18/2014 16:00:00,4.52
8/19/2014 16:00:00,4.62
8/20/2014 16:00:00,4.55
8/21/2014 16:00:00,4.48
8/22/2014 16:00:00,4.42
8/25/2014 16:00:00,4.34
8/26/2014 16:00:00,4.28
8/27/2014 16:00:00,4.31
8/28/2014 16:00:00,4.14
8/29/2014 16:00:00,4.17
9/1/2014 16:00:00,4.09
9/2/2014 16:00:00,4.1
9/3/2014 16:00:00,4
9/4/2014 16:00:00,4.05
9/5/2014 16:00:00,3.92
9/8/2014 16:00:00,4
9/9/2014 16:00:00,4.04
9/10/2014 16:00:00,3.93
9/11/2014 16:00:00,3.87
9/12/2014 16:00:00,3.94
9/15/2014 16:00:00,3.96
9/16/2014 16:00:00,4
9/17/2014 16:00:00,4.02
9/18/2014 16:00:00,3.93
9/19/2014 16:00:00,3.76
9/22/2014 16:00:00,3.58
9/23/2014 16:00:00,3.66
9/24/2014 16:00:00,3.66
9/25/2014 16:00:00,3.62
9/26/2014 16:00:00,3.54
9/29/2014 16:00:00,3.41
9/30/2014 16:00:00,3.48
10/1/2014 16:00:00,3.46
10/2/2014 16:00:00,3.55
10/3/2014 16:00:00,3.45
10/6/2014 16:00:00,3.3
10/7/2014 16:00:00,3.44
10/8/2014 16:00:00,3.4
10/9/2014 16:00:00,3.35
10/10/2014 16:00:00,3.26
10/13/2014 16:00:00,3.46
10/14/2014 16:00:00,3.65
10/15/2014 16:00:00,3.64
10/16/2014 16:00:00,3.42
10/17/2014 16:00:00,3.44
10/20/2014 16:00:00,3.46
10/21/2014 16:00:00,3.55
10/22/2014 16:00:00,3.66
10/23/2014 16:00:00,3.53
10/24/2014 16:00:00,3.47
10/27/2014 16:00:00,3.35
10/28/2014 16:00:00,3.35
10/29/2014 16:00:00,3.45
10/30/2014 16:00:00,3.44
10/31/2014 16:00:00,3.5
11/3/2014 16:00:00,3.35
11/4/2014 16:00:00,3.38
11/5/2014 16:00:00,3.31
11/6/2014 16:00:00,3.03
11/7/2014 16:00:00,3.15
11/10/2014 16:00:00,3.16
11/11/2014 16:00:00,3.02
11/12/2014 16:00:00,2.96
11/13/2014 16:00:00,3.03
11/14/2014 16:00:00,3.05
11/17/2014 16:00:00,3.18
11/18/2014 16:00:00,2.97
11/19/2014 16:00:00,2.74
11/20/2014 16:00:00,2.64
11/21/2014 16:00:00,2.69
11/24/2014 16:00:00,2.98
11/25/2014 16:00:00,2.81
11/26/2014 16:00:00,2.79
11/27/2014 16:00:00,2.86
11/28/2014 16:00:00,2.94
12/1/2014 16:00:00,2.62
12/2/2014 16:00:00,2.57
12/3/2014 16:00:00,2.71
12/4/2014 16:00:00,2.77
12/5/2014 16:00:00,2.68
12/8/2014 16:00:00,2.66
12/9/2014 16:00:00,2.55
12/10/2014 16:00:00,2.56
12/11/2014 16:00:00,2.47
12/12/2014 16:00:00,2.42
12/15/2014 16:00:00,2.48
12/16/2014 16:00:00,2.39
12/17/2014 16:00:00,2.35
12/18/2014 16:00:00,2.5
12/19/2014 16:00:00,2.55
12/22/2014 16:00:00,2.69
12/23/2014 16:00:00,2.55
12/24/2014 16:00:00,2.54
12/29/2014 16:00:00,2.73
12/30/2014 16:00:00,2.75
12/31/2014 16:00:00,2.74
1/2/2015 16:00:00,2.83
1/5/2015 16:00:00,2.82
1/6/2015 16:00:00,2.79
1/7/2015 16:00:00,2.74
1/8/2015 16:00:00,2.67
1/9/2015 16:00:00,2.78
1/12/2015 16:00:00,2.69
1/13/2015 16:00:00,2.55
1/14/2015 16:00:00,2.34
1/15/2015 16:00:00,2.27
1/16/2015 16:00:00,2.31
1/19/2015 16:00:00,2.28
1/20/2015 16:00:00,2.33
1/21/2015 16:00:00,2.32
1/22/2015 16:00:00,2.17
1/23/2015 16:00:00,2.13
1/27/2015 16:00:00,2.08
1/28/2015 16:00:00,2.04
1/29/2015 16:00:00,2.23
1/30/2015 16:00:00,2.36
2/2/2015 16:00:00,2.31
2/3/2015 16:00:00,2.37
2/4/2015 16:00:00,2.58
2/5/2015 16:00:00,2.51
2/6/2015 16:00:00,2.54
2/9/2015 16:00:00,2.5
2/10/2015 16:00:00,2.49
2/11/2015 16:00:00,2.45
2/12/2015 16:00:00,2.45
2/13/2015 16:00:00,2.59
2/16/2015 16:00:00,2.68
2/17/2015 16:00:00,2.55
2/18/2015 16:00:00,2.49
2/19/2015 16:00:00,2.51
2/20/2015 16:00:00,2.45
2/23/2015 16:00:00,2.42
2/24/2015 16:00:00,2.46
2/25/2015 16:00:00,2.48
2/26/2015 16:00:00,2.48
2/27/2015 16:00:00,2.49
3/2/2015 16:00:00,2.45
3/3/2015 16:00:00,2.42
3/4/2015 16:00:00,2.29
3/5/2015 16:00:00,2.29
3/6/2015 16:00:00,2.15
3/9/2015 16:00:00,2.14
3/10/2015 16:00:00,2.02
3/11/2015 16:00:00,1.95
3/12/2015 16:00:00,1.92
3/13/2015 16:00:00,2
3/16/2015 16:00:00,2.01
3/17/2015 16:00:00,1.97
3/18/2015 16:00:00,1.87
3/19/2015 16:00:00,1.99
3/20/2015 16:00:00,2
3/23/2015 16:00:00,1.98
3/24/2015 16:00:00,2.01
3/25/2015 16:00:00,2.04
3/26/2015 16:00:00,2.12
3/27/2015 16:00:00,2
3/30/2015 16:00:00,1.93
3/31/2015 16:00:00,1.96
4/1/2015 16:00:00,1.9
4/2/2015 16:00:00,1.82
4/7/2015 16:00:00,1.8
4/8/2015 16:00:00,1.94
4/9/2015 16:00:00,1.89
4/10/2015 16:00:00,1.82
4/13/2015 16:00:00,1.78
4/14/2015 16:00:00,1.84
4/15/2015 16:00:00,1.86
4/16/2015 16:00:00,1.96
4/17/2015 16:00:00,1.87
4/20/2015 16:00:00,1.89
4/21/2015 16:00:00,1.87
4/22/2015 16:00:00,1.91
4/23/2015 16:00:00,2.09
4/24/2015 16:00:00,2.21
4/27/2015 16:00:00,2.57
4/28/2015 16:00:00,2.45
4/29/2015 16:00:00,2.27
4/30/2015 16:00:00,2.17
5/1/2015 16:00:00,2.37
5/4/2015 16:00:00,2.45
5/6/2015 16:00:00,2.58
5/7/2015 16:00:00,2.58
5/8/2015 16:00:00,2.5
5/11/2015 16:00:00,2.57
5/12/2015 16:00:00,2.57
5/13/2015 16:00:00,2.51
5/14/2015 16:00:00,2.31
5/15/2015 16:00:00,2.29
5/18/2015 16:00:00,2.29
5/19/2015 16:00:00,2.22
5/20/2015 16:00:00,2.07
5/21/2015 16:00:00,2.12
5/22/2015 16:00:00,2.11
5/25/2015 16:00:00,2.17
5/26/2015 16:00:00,2.4
5/27/2015 16:00:00,2.36
5/28/2015 16:00:00,2.43
5/29/2015 16:00:00,2.42
6/1/2015 16:00:00,2.38
6/2/2015 16:00:00,2.38
6/3/2015 16:00:00,2.43
6/4/2015 16:00:00,2.28
6/5/2015 16:00:00,2.32
6/9/2015 16:00:00,2.39
6/10/2015 16:00:00,2.33
6/11/2015 16:00:00,2.48
6/12/2015 16:00:00,2.46
6/15/2015 16:00:00,2.44
6/16/2015 16:00:00,2.32
6/17/2015 16:00:00,2.22
6/18/2015 16:00:00,2.13
6/19/2015 16:00:00,2.16
6/22/2015 16:00:00,2.2
6/23/2015 16:00:00,2.18
6/24/2015 16:00:00,2.2
6/25/2015 16:00:00,2.12
6/26/2015 16:00:00,1.99
6/29/2015 16:00:00,1.93
6/30/2015 16:00:00,1.91
7/1/2015 16:00:00,1.83
7/2/2015 16:00:00,1.91
7/3/2015 16:00:00,1.82
7/6/2015 16:00:00,1.72
7/7/2015 16:00:00,1.79
7/8/2015 16:00:00,1.68
7/9/2015 16:00:00,1.79
7/10/2015 16:00:00,1.82
7/13/2015 16:00:00,1.73
7/14/2015 16:00:00,1.79
7/15/2015 16:00:00,1.78
7/16/2015 16:00:00,1.75
7/17/2015 16:00:00,1.72
7/20/2015 16:00:00,1.75
